snno,District,Market,Crop,Variety,Grade,Min_Price,Max_Price,Model_Price,Date,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
70,Pune,Pune,Onion,Local,FAQ,600,1800,1200.0,2024-05-12,"Pune, MH, India",89.9,73.7,80.6,93.6,73.7,82.2,69.4,70.8,0.004,100,4.17,rain,0,0,18.6,6.5,51.5,1010.6,45.7,11.1,220.9,19.2,7,30,2024-05-12T06:01:59,2024-05-12T19:00:13,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-05-13,"Pune, MH, India",96.5,74.9,82.4,101.0,74.9,83.9,68.2,64.5,0.118,100,4.17,rain,0,0,21.0,9.2,150.2,1009.9,42.8,11.5,257.2,22.1,9,60,2024-05-13T06:01:36,2024-05-13T19:00:35,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
79,Pune,Pune,Onion,Local,FAQ,600,2000,1300.0,2024-05-14,"Pune, MH, India",97.9,73.1,82.2,100.2,73.1,83.2,65.8,60.4,0.059,100,8.33,rain,0,0,22.1,7.2,4.4,1009.4,32.5,11.3,261.9,22.8,10,30,2024-05-14T06:01:14,2024-05-14T19:00:57,0.2,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
80,Pune,Pune,Onion,Local,FAQ,600,2000,1300.0,2024-05-15,"Pune, MH, India",97.9,71.7,84.0,99.0,71.7,85.8,66.4,58.5,0.0,0,0.0,,0,0,18.8,5.6,45.5,1009.4,25.3,11.4,275.1,23.5,9,10,2024-05-15T06:00:53,2024-05-15T19:01:19,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
82,Pune,Pune,Onion,Local,FAQ,600,2000,1300.0,2024-05-16,"Pune, MH, India",96.5,72.8,82.6,99.8,72.8,84.2,68.4,65.3,0.63,100,8.33,rain,0,0,19.7,4.7,284.6,1009.6,41.7,11.5,264.7,22.6,9,10,2024-05-16T06:00:33,2024-05-16T19:01:42,0.26,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"43063099999,43111099999,remote,43060099999"
84,Pune,Pune,Onion,Local,FAQ,600,2000,1300.0,2024-05-17,"Pune, MH, India",95.6,74.6,83.3,99.3,74.6,85.3,69.1,65.1,0.012,100,8.33,rain,0,0,19.0,8.5,283.9,1008.6,51.3,11.3,257.9,22.0,9,10,2024-05-17T06:00:14,2024-05-17T19:02:04,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-05-18,"Pune, MH, India",98.7,74.9,84.3,101.8,74.9,87.1,69.2,63.0,0.004,100,4.17,rain,0,0,19.7,8.1,273.8,1006.4,35.3,11.3,272.2,23.5,9,30,2024-05-18T05:59:56,2024-05-18T19:02:27,0.33,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
86,Pune,Pune,Onion,Local,FAQ,600,2000,1300.0,2024-05-19,"Pune, MH, India",100.5,76.7,84.3,107.4,76.7,87.9,72.3,70.0,0.236,100,4.17,rain,0,0,19.7,7.4,274.9,1005.3,57.7,11.3,273.2,23.5,9,30,2024-05-19T05:59:39,2024-05-19T19:02:50,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
87,Pune,Pune,Onion,Local,FAQ,600,2000,1300.0,2024-05-20,"Pune, MH, India",98.7,75.8,85.0,104.5,75.8,89.2,72.5,69.4,0.008,100,4.17,rain,0,0,23.7,11.0,269.4,1004.9,69.6,11.5,268.4,23.1,10,60,2024-05-20T05:59:23,2024-05-20T19:03:12,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
89,Pune,Pune,Onion,Local,FAQ,600,2000,1300.0,2024-05-21,"Pune, MH, India",102.8,76.6,87.4,108.4,76.6,92.9,71.9,64.8,0.028,100,4.17,rain,0,0,23.7,9.6,281.0,1004.1,62.4,11.3,267.0,23.1,9,75,2024-05-21T05:59:08,2024-05-21T19:03:35,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
95,Pune,Pune,Onion,Local,FAQ,700,2100,1400.0,2024-05-22,"Pune, MH, India",100.6,77.1,85.5,105.8,77.1,90.7,73.3,70.2,0.162,100,12.5,rain,0,0,17.7,6.9,270.4,1004.1,83.4,11.2,268.6,23.0,10,75,2024-05-22T05:58:54,2024-05-22T19:03:58,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
96,Pune,Pune,Onion,Local,FAQ,700,2100,1400.0,2024-05-23,"Pune, MH, India",97.9,78.7,86.0,105.2,78.7,92.9,74.5,71.2,0.035,100,8.33,rain,0,0,22.6,9.4,272.8,1003.0,56.6,11.4,258.2,22.3,9,60,2024-05-23T05:58:41,2024-05-23T19:04:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
106,Pune,Pune,Onion,Local,FAQ,800,2200,1500.0,2024-05-24,"Pune, MH, India",98.8,76.4,85.0,101.4,76.4,88.2,70.6,64.9,0.0,0,0.0,,0,0,26.4,11.2,273.5,1002.8,44.0,11.5,271.4,23.4,9,15,2024-05-24T05:58:28,2024-05-24T19:04:44,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-05-25,"Pune, MH, India",96.1,75.5,82.3,97.9,75.5,84.4,70.1,68.3,0.0,0,0.0,,0,0,29.8,13.2,270.8,1003.8,59.8,11.4,231.5,19.9,7,10,2024-05-25T05:58:17,2024-05-25T19:05:07,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
97,Pune,Pune,Onion,Local,FAQ,700,2100,1400.0,2024-05-26,"Pune, MH, India",95.6,75.5,82.5,104.2,75.5,85.9,71.9,71.9,0.004,100,4.17,rain,0,0,31.3,13.9,274.6,1004.8,69.0,11.5,258.4,22.2,9,10,2024-05-26T05:58:07,2024-05-26T19:05:29,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
107,Pune,Pune,Onion,Local,FAQ,800,2200,1500.0,2024-05-27,"Pune, MH, India",85.3,75.5,79.8,90.9,75.5,82.2,72.2,78.1,0.004,100,4.17,rain,0,0,29.3,13.4,268.7,1005.2,88.9,11.3,163.2,14.0,6,10,2024-05-27T05:57:58,2024-05-27T19:05:52,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-05-28,"Pune, MH, India",95.2,75.5,82.8,98.3,75.5,84.9,70.4,68.6,0.004,100,4.17,rain,0,0,33.1,14.8,267.6,1005.0,60.8,11.5,269.9,23.3,8,10,2024-05-28T05:57:51,2024-05-28T19:06:15,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"43063099999,43111099999,remote,43060099999"
111,Pune,Pune,Onion,Local,FAQ,800,2400,1600.0,2024-05-29,"Pune, MH, India",95.2,74.6,82.2,97.4,74.6,84.2,69.7,68.0,0.0,0,0.0,,0,0,32.9,14.8,261.7,1005.1,40.1,11.5,281.8,24.4,9,10,2024-05-29T05:57:44,2024-05-29T19:06:37,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
124,Pune,Pune,Onion,Local,FAQ,900,2500,1700.0,2024-05-30,"Pune, MH, India",96.1,73.7,83.2,99.3,73.7,85.8,69.9,66.6,0.0,0,0.0,,0,0,28.2,12.1,269.4,1006.2,25.9,11.1,282.9,24.5,9,10,2024-05-30T05:57:38,2024-05-30T19:07:00,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
125,Pune,Pune,Onion,Local,FAQ,900,2500,1700.0,2024-05-31,"Pune, MH, India",97.0,75.6,84.5,100.7,75.6,88.0,71.1,66.7,0.0,0,0.0,,0,0,26.8,11.4,272.0,1007.0,32.1,11.5,260.9,22.5,8,10,2024-05-31T05:57:33,2024-05-31T19:07:22,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-06-01,"Pune, MH, India",97.0,75.1,84.5,100.1,75.1,87.5,70.6,65.7,0.0,0,0.0,,0,0,22.1,9.6,269.3,1006.8,32.9,11.4,266.3,23.0,8,10,2024-06-01T05:57:29,2024-06-01T19:07:44,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"43063099999,43111099999,remote,43067099999,43060099999"
108,Pune,Pune,Onion,Local,FAQ,800,2400,1600.0,2024-06-02,"Pune, MH, India",96.5,75.5,84.6,99.8,75.5,87.5,70.3,64.7,0.008,100,4.17,rain,0,0,23.5,9.2,271.0,1007.3,75.4,11.8,262.5,22.5,9,10,2024-06-02T05:57:26,2024-06-02T19:08:06,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
101,Pune,Pune,Onion,Local,FAQ,700,2500,1600.0,2024-06-03,"Pune, MH, India",93.5,75.6,83.1,98.7,75.6,86.8,71.4,69.1,0.256,100,12.5,rain,0,0,20.8,7.8,261.4,1007.5,87.3,10.9,222.2,19.1,8,30,2024-06-03T05:57:23,2024-06-03T19:08:27,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
102,Pune,Pune,Onion,Local,FAQ,700,2500,1600.0,2024-06-04,"Pune, MH, India",94.7,73.1,81.0,100.5,73.1,83.7,72.6,77.5,2.677,100,8.33,rain,0,0,23.5,9.4,264.9,1008.5,87.5,10.1,212.6,18.2,8,30,2024-06-04T05:57:22,2024-06-04T19:08:48,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
114,Pune,Pune,Onion,Local,FAQ,800,2600,1700.0,2024-06-05,"Pune, MH, India",93.8,74.2,80.0,102.9,74.2,82.8,73.5,81.9,0.354,100,4.17,rain,0,0,23.0,8.5,258.8,1008.8,87.8,11.1,208.7,18.0,8,30,2024-06-05T05:57:22,2024-06-05T19:09:10,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
115,Pune,Pune,Onion,Local,FAQ,800,2600,1700.0,2024-06-06,"Pune, MH, India",93.3,75.1,81.2,101.2,75.1,85.0,74.3,80.8,0.118,100,4.17,rain,0,0,19.2,8.3,275.8,1009.0,89.8,10.6,203.2,17.5,8,30,2024-06-06T05:57:23,2024-06-06T19:09:30,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
116,Pune,Pune,Onion,Local,FAQ,800,2700,1750.0,2024-06-07,"Pune, MH, India",89.7,74.0,79.9,100.0,74.0,82.5,72.6,79.6,0.437,100,8.33,rain,0,0,19.9,7.8,281.2,1007.5,93.0,9.1,185.7,16.1,7,30,2024-06-07T05:57:25,2024-06-07T19:09:51,0.02,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-06-08,"Pune, MH, India",92.6,72.2,78.8,101.6,72.2,80.3,72.4,82.2,4.292,100,8.33,rain,0,0,19.7,16.1,294.4,1006.0,82.5,9.4,191.7,16.6,8,30,2024-06-08T05:57:27,2024-06-08T19:10:11,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
142,Pune,Pune,Onion,Local,FAQ,1000,3200,2100.0,2024-06-09,"Pune, MH, India",83.0,71.3,75.6,88.7,71.3,76.2,72.6,90.6,0.748,100,8.33,rain,0,0,19.7,9.2,282.0,1006.3,97.3,8.2,69.5,6.1,2,10,2024-06-09T05:57:31,2024-06-09T19:10:30,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
126,Pune,Pune,Onion,Local,FAQ,900,3100,2000.0,2024-06-10,"Pune, MH, India",86.2,71.3,75.6,93.5,71.3,76.3,72.5,90.5,0.315,100,4.17,rain,0,0,16.6,6.9,281.7,1007.4,96.8,10.3,55.9,4.9,2,10,2024-06-10T05:57:35,2024-06-10T19:10:50,0.12,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
128,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-06-11,"Pune, MH, India",86.1,72.9,77.9,93.0,72.9,79.7,73.1,85.8,0.363,100,58.33,rain,0,0,20.8,10.7,270.9,1007.9,95.5,9.5,130.5,11.1,5,10,2024-06-11T05:57:40,2024-06-11T19:11:08,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
119,Pune,Pune,Onion,Local,FAQ,800,3000,1900.0,2024-06-12,"Pune, MH, India",89.3,73.7,78.6,97.0,73.7,80.7,73.4,85.2,0.039,100,4.17,rain,0,0,21.7,9.4,260.8,1008.6,87.6,10.0,117.1,10.2,5,10,2024-06-12T05:57:47,2024-06-12T19:11:27,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
129,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-06-13,"Pune, MH, India",87.9,73.7,78.5,95.7,73.7,80.5,72.9,83.6,0.175,100,41.67,rain,0,0,21.9,8.7,257.8,1008.2,89.0,10.5,172.0,15.0,7,10,2024-06-13T05:57:53,2024-06-13T19:11:44,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
120,Pune,Pune,Onion,Local,FAQ,800,3000,1900.0,2024-06-14,"Pune, MH, India",85.7,73.5,78.1,91.7,73.5,79.4,72.2,82.9,0.004,100,4.17,rain,0,0,23.3,9.6,254.4,1007.4,81.2,11.3,173.3,14.8,6,10,2024-06-14T05:58:01,2024-06-14T19:12:02,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-06-15,"Pune, MH, India",88.0,73.3,79.0,94.2,73.3,81.2,72.1,80.2,0.02,100,4.17,rain,0,0,20.8,8.5,246.8,1006.8,76.2,10.5,183.1,15.9,7,10,2024-06-15T05:58:10,2024-06-15T19:12:18,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
121,Pune,Pune,Onion,Local,FAQ,800,3000,1900.0,2024-06-16,"Pune, MH, India",90.7,73.3,79.5,97.6,73.3,82.0,72.8,81.3,0.197,100,4.17,rain,0,0,16.8,7.8,261.3,1007.0,74.3,10.3,202.9,17.4,6,30,2024-06-16T05:58:19,2024-06-16T19:12:35,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
139,Pune,Pune,Onion,Local,FAQ,1000,3100,2050.0,2024-06-17,"Pune, MH, India",91.8,73.5,79.2,97.7,73.5,81.0,72.8,82.0,0.031,100,4.17,rain,0,0,20.4,10.3,254.4,1007.4,86.3,10.2,179.1,15.5,7,30,2024-06-17T05:58:29,2024-06-17T19:12:50,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
131,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-06-18,"Pune, MH, India",88.0,74.2,79.3,92.7,74.2,81.3,71.9,79.5,0.092,100,33.33,rain,0,0,24.8,11.9,250.7,1007.0,78.3,11.2,195.9,17.0,6,10,2024-06-18T05:58:40,2024-06-18T19:13:05,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
132,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-06-19,"Pune, MH, India",85.7,73.1,77.3,91.6,73.1,78.1,71.8,83.6,0.004,100,4.17,rain,0,0,25.5,10.5,249.7,1005.5,87.0,11.4,111.2,9.6,5,10,2024-06-19T05:58:51,2024-06-19T19:13:19,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
143,Pune,Pune,Onion,Local,FAQ,1000,3200,2100.0,2024-06-20,"Pune, MH, India",88.0,73.7,77.7,95.0,73.7,79.0,72.6,84.9,0.197,100,4.17,rain,0,0,31.1,13.9,244.0,1004.5,84.4,11.5,168.1,14.4,6,10,2024-06-20T05:59:03,2024-06-20T19:13:33,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
122,Pune,Pune,Onion,Local,FAQ,800,3000,1900.0,2024-06-21,"Pune, MH, India",85.3,74.9,79.0,91.6,74.9,81.1,73.4,83.7,0.008,100,4.17,rain,0,0,29.8,13.4,253.7,1004.9,79.2,11.0,176.4,15.1,7,30,2024-06-21T05:59:16,2024-06-21T19:13:46,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-06-22,"Pune, MH, India",89.6,74.7,79.1,96.6,74.7,81.1,72.7,81.7,0.084,100,50.0,rain,0,0,25.9,10.3,265.1,1003.4,74.0,11.4,206.7,17.8,8,10,2024-06-22T05:59:30,2024-06-22T19:13:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
123,Pune,Pune,Onion,Local,FAQ,800,3000,1900.0,2024-06-23,"Pune, MH, India",86.6,73.8,78.4,94.5,73.8,80.2,73.4,85.5,0.02,100,4.17,rain,0,0,18.6,8.1,248.4,1002.7,90.9,8.2,98.9,8.6,4,30,2024-06-23T05:59:44,2024-06-23T19:14:10,0.54,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
133,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-06-24,"Pune, MH, India",89.8,73.5,78.8,96.5,73.5,81.0,73.2,83.8,0.249,100,54.17,rain,0,0,19.2,7.6,238.5,1000.9,81.2,10.1,114.4,10.1,6,30,2024-06-24T05:59:58,2024-06-24T19:14:20,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
140,Pune,Pune,Onion,Local,FAQ,1000,3100,2050.0,2024-06-25,"Pune, MH, India",89.8,74.6,79.4,97.8,74.6,81.9,73.6,82.9,0.016,100,8.33,rain,0,0,27.3,11.4,202.4,999.9,86.7,9.9,142.8,12.4,6,30,2024-06-25T06:00:14,2024-06-25T19:14:30,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
134,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-06-26,"Pune, MH, India",84.8,74.7,78.2,91.6,74.7,79.6,74.4,88.5,0.008,100,4.17,rain,0,0,29.1,13.0,215.0,1000.1,94.1,6.6,120.8,10.3,5,30,2024-06-26T06:00:29,2024-06-26T19:14:39,0.65,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
135,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-06-27,"Pune, MH, India",83.0,74.2,76.8,88.2,74.2,77.3,72.6,87.3,0.004,100,4.17,rain,0,0,32.9,14.1,229.7,1002.6,94.6,3.2,93.4,7.9,5,30,2024-06-27T06:00:46,2024-06-27T19:14:47,0.69,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
136,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-06-28,"Pune, MH, India",82.1,73.1,76.5,86.9,73.1,77.1,72.6,88.3,0.157,100,4.17,rain,0,0,30.6,13.4,235.1,1003.7,95.9,6.4,116.7,10.0,4,10,2024-06-28T06:01:02,2024-06-28T19:14:55,0.72,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
,,,,,,,,,2024-06-29,"Pune, MH, India",83.0,74.0,77.5,89.6,74.0,78.2,73.5,88.0,0.004,100,4.17,rain,0,0,31.3,14.8,232.6,1004.6,96.7,4.9,152.0,13.0,6,10,2024-06-29T06:01:20,2024-06-29T19:15:01,0.75,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43060099999"
137,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-06-30,"Pune, MH, India",82.6,74.0,77.1,89.4,74.0,77.6,73.8,89.7,0.031,100,4.17,rain,0,0,33.1,15.2,236.6,1004.8,96.5,3.4,140.5,12.2,5,30,2024-06-30T06:01:37,2024-06-30T19:15:07,0.8,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
127,Pune,Pune,Onion,Local,FAQ,1000,3000,2000.0,2024-07-01,"Pune, MH, India",84.8,73.7,77.7,89.9,73.7,78.5,73.1,86.1,0.079,100,4.17,rain,0,0,41.6,18.8,238.5,1004.2,87.9,6.7,178.3,15.4,7,10,2024-07-01T06:01:55,2024-07-01T19:15:12,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-07-02,"Pune, MH, India",81.2,73.8,76.6,88.0,73.8,77.1,73.6,90.4,0.473,100,8.33,rain,0,0,38.3,17.0,243.6,1003.9,93.0,5.3,116.3,9.9,6,10,2024-07-02T06:02:14,2024-07-02T19:15:16,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"43063099999,43111099999,remote,43060099999"
158,Pune,Pune,Onion,Local,FAQ,1200,3200,2200.0,2024-07-03,"Pune, MH, India",85.7,74.9,78.7,92.5,74.9,80.4,73.7,85.3,0.128,100,62.5,rain,0,0,33.3,15.4,242.1,1004.4,85.3,8.3,157.9,13.7,6,10,2024-07-03T06:02:33,2024-07-03T19:15:19,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
159,Pune,Pune,Onion,Local,FAQ,1200,3200,2200.0,2024-07-04,"Pune, MH, India",85.7,75.5,78.0,93.6,75.5,79.3,74.0,87.8,0.008,100,8.33,rain,0,0,32.0,14.1,245.7,1005.3,92.8,6.7,77.0,6.8,4,10,2024-07-04T06:02:52,2024-07-04T19:15:21,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
160,Pune,Pune,Onion,Local,FAQ,1200,3200,2200.0,2024-07-05,"Pune, MH, India",81.7,74.7,77.5,87.1,74.7,78.4,73.7,88.5,0.004,100,4.17,rain,0,0,32.2,14.3,242.7,1003.7,91.6,5.7,166.3,14.3,6,10,2024-07-05T06:03:11,2024-07-05T19:15:22,0.98,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-07-06,"Pune, MH, India",83.9,73.8,77.3,90.1,73.8,78.2,73.3,87.7,0.028,100,4.17,rain,0,0,37.1,15.9,245.2,1002.6,95.0,7.7,141.1,12.0,6,10,2024-07-06T06:03:31,2024-07-06T19:15:22,0.0,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
144,Pune,Pune,Onion,Local,FAQ,1100,3100,2100.0,2024-07-07,"Pune, MH, India",84.3,73.5,77.2,91.2,73.5,77.9,73.0,87.4,0.176,100,66.67,rain,0,0,27.3,11.6,247.7,1003.9,96.2,5.9,89.3,7.7,4,10,2024-07-07T06:03:51,2024-07-07T19:15:21,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
138,Pune,Pune,Onion,Local,FAQ,1000,3100,2050.0,2024-07-08,"Pune, MH, India",83.5,71.9,75.4,89.8,71.9,76.0,72.6,91.4,0.59,100,12.5,rain,0,0,18.1,8.1,248.6,1004.1,97.3,8.9,63.8,5.6,2,10,2024-07-08T06:04:11,2024-07-08T19:15:19,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
145,Pune,Pune,Onion,Local,FAQ,1100,3100,2100.0,2024-07-09,"Pune, MH, India",83.5,71.1,74.5,89.1,71.1,75.0,71.8,91.7,1.04,100,66.67,rain,0,0,18.6,9.2,243.1,1004.9,93.2,6.3,53.3,4.5,2,10,2024-07-09T06:04:31,2024-07-09T19:15:16,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
161,Pune,Pune,Onion,Local,FAQ,1200,3200,2200.0,2024-07-10,"Pune, MH, India",88.0,71.1,76.6,93.5,71.1,77.6,71.5,85.3,0.076,100,41.67,rain,0,0,23.9,10.1,247.1,1007.5,85.8,7.1,167.3,14.5,6,10,2024-07-10T06:04:52,2024-07-10T19:15:12,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"43063099999,43111099999,remote,43060099999"
176,Pune,Pune,Onion,Local,FAQ,1500,3100,2300.0,2024-07-11,"Pune, MH, India",85.4,72.1,75.9,92.4,72.1,76.3,71.5,86.9,0.028,100,4.17,rain,0,0,23.9,10.3,251.1,1007.5,92.3,5.4,86.7,7.5,4,10,2024-07-11T06:05:13,2024-07-11T19:15:07,0.17,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"43063099999,43111099999,remote,43060099999"
155,Pune,Pune,Onion,Local,FAQ,1200,3100,2150.0,2024-07-12,"Pune, MH, India",81.7,70.4,74.9,87.4,70.4,75.2,72.7,93.1,0.314,100,8.33,rain,0,0,27.5,11.0,256.0,1005.4,97.5,3.9,77.3,6.7,3,10,2024-07-12T06:05:33,2024-07-12T19:15:01,0.2,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43067099999,43060099999"
,,,,,,,,,2024-07-13,"Pune, MH, India",78.9,71.5,74.2,78.9,71.5,74.2,72.2,93.7,0.394,100,12.5,rain,0,0,34.7,14.8,254.2,1004.9,98.2,2.8,49.7,4.4,3,10,2024-07-13T06:05:54,2024-07-13T19:14:54,0.24,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"43063099999,43111099999,remote,43060099999"
